readAlignmentCoord,A,B,C,D,E,F,G,H,1,2,3,4,5,6,7,8,9,10,11,12,PR01,PR02,PR03,PR04,PR05,PR06,PR07,PR08,PR09,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10
2217867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2221480,1,0,0,0,461,1,0,1,1,416,0,1,0,0,0,0,1,1,0,1,0,1,801,0,0,0,0,0,0,1,2,0,0,0,1,2,0,793,0
2221481,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221927,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2221928,0,0,0,19,12,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,43,0,0,0,0,0,0,0,0,0
2221929,6,2,2,4332,1762,3,2,6,6,2,1,0,8126,2,7,3,1,5,2,10,0,0,2,5,4,4,11918,3,2,6523,3,1,6,1,2,4,4,6,8
2221930,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2224166,0,0,0,0,0,327,1,0,0,0,0,0,0,0,0,0,0,187,0,1,0,0,161,0,0,0,0,0,0,0,0,0,0,0,588,1,0,0,0
2225161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2225162,0,190,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,556,1,0,0,0,0,0,0,1,0
2226023,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,1,1,568,0,276,0,0,1,1,0,0,0,2,1,0,0,0,371,0,0,0,0,0
2228063,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2228064,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2228065,0,0,2440,0,0,0,0,3,2,1,1071,2,1,0,2,3,1,2,1,3,2,1,2624,1,2,0,1,0,0,2,1,0,0,1,0,0,0,1,2042
2228066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2229133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230077,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2230078,3,1,1,1990,0,0,1,0,1676,2,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1751,0,2,5,0,1414,1,0,0,3,1,1,1,1,2
2230975,375,1,0,1,1,0,0,1,0,0,0,0,199,0,0,0,0,0,0,0,0,0,1,509,0,1,0,0,0,0,1,0,0,0,169,0,0,0,0
2231594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2234085,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2234086,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2234087,334,902,1,1,0,2,0,3,2,1837,1,1,0,2,2,5,0,4,0,1,0,1,0,2,1,0,3259,2,0,1,1,879,0,1,2,1,0,4,1
2234088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236371,0,0,0,637,0,0,0,0,448,1,1,0,0,1,0,2,1,4,0,0,0,0,435,2,1,0,2,0,0,1,0,1,0,0,0,1972,1,0,0
2236372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2238312,0,0,0,1,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,822,567,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,630,0,0
2238313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244606,1,0,1,0,502,1,1,2,1,0,249,1,2,0,0,0,0,0,1,0,1,1,0,1281,0,0,0,0,1,0,1,1,0,0,1200,0,0,0,0
2244607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2246925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2246926,0,0,163,0,0,0,0,0,0,1,0,159,0,0,0,1,0,0,1,0,0,0,406,0,0,0,0,0,0,0,0,0,2,0,1,872,0,0,1
2246928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249477,0,0,0,0,0,0,1146,0,0,0,2,0,0,0,1,0,106,0,0,0,239,0,0,1,0,0,0,0,1,0,0,0,0,0,255,0,0,0,0
2249478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2251706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2251707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251708,1,2,3737,1,2,2,0,1,3,0,1778,1,1,2,2,0,2,0,0,3,4031,1,2,3,6,0,1,1,2,3,1,2941,1,3,4,4,1,2,1
2251709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254656,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,51,0,0,0,0,0,0,0,87,0,0,1,0,1,0,0,0,1
2254657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259447,0,0,0,0,0,0,0,82,0,0,0,0,0,96,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,0
2261108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261110,0,0,1,0,0,0,1,8,0,0,0,94,0,0,0,0,1,0,0,0,631,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45,0,0,0
2261111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262949,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264617,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2265074,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2265075,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,55,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
2265076,18,35189,9,25,7,12,14,14,13,11,6,10,10,10,11,11,13,33,27563,18,15,32778,8,17,12,7,16,7,111,17,48500,7,13,9,13,11,13,6,16
2265077,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2266540,0,0,639,0,1,0,1,0,1,0,0,1,1,0,605,0,0,1,0,2,1045,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,539,0,0
2266542,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266963,0,1,469,0,0,1,0,0,1,0,1,0,0,0,2,1,2,987,0,1,0,0,1209,0,0,0,0,1,0,1,0,0,0,0,1,413,1,0,0
2266964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2268146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2268147,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2268148,0,1,0,0,0,1,507,0,0,3,0,0,0,0,0,1,0,1,0,1994,2,782,1,0,1,1,0,0,0,0,2,0,0,1,1376,2,1,0,0
2268149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269309,0,0,0,0,0,0,42,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0
2271271,2,0,1,0,0,1111,1,2,1,0,0,0,1,0,0,0,1,0,625,1,0,1552,0,1,0,0,1,1,2,0,0,0,1514,0,2,0,0,0,1
2271272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2271273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2272767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2272770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272900,2,1,0,0,0,1571,0,0,0,1,860,0,0,0,1,0,0,1,0,1,0,1,1203,0,1,0,0,1,0,0,0,0,1,0,0,0,911,1,0
2272901,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277048,314,461,1,3,0,0,1,0,1,0,0,0,1,0,0,2342,0,0,0,0,2,2,0,2,2,1657,5,0,2,1,1,1467,0,2,2,0,1,1,0
2277049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2280102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2280103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280104,12,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,33,27,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,15,0,0,0,0
2280105,1514,1850,1,4,1,2,3,2370,4,2,3,4,2,2,3,0,1,4355,5127,0,2,2,3,3,3,0,3,2978,23,3,10,2,0,4,3807,3,0,0,2
2280106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2282557,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2282558,0,0,0,68,31,0,0,0,91,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,446,0,0,0,0,0,0,0,1,0,0,0,0,0,276
2284441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2285343,0,0,0,0,1,0,151,40,0,0,0,0,0,1,0,0,226,1,0,0,0,0,0,0,0,385,1,0,0,0,0,337,0,0,0,0,0,1,0
2286846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286847,0,0,0,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2286848,1,0,0,862,0,0,0,0,0,848,1,1,0,0,0,0,1,2,0,1,0,0,1054,1,0,2,3,0,0,1691,1,0,2,2,1,1,1,0,3
2288386,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288387,0,0,0,0,0,1,85,0,0,0,0,0,83,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
2290159,0,1,0,1,1,1,1188,0,0,0,0,1,0,0,0,0,0,1348,0,0,1112,1,1,2,0,0,0,2,1,1,3,0,0,0,1,0,813,0,0
2290160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2290895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290896,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2290897,0,0,0,38,0,0,0,0,0,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,55,0,0,0,0,0,0
2290898,6,12,6,8715,2,7,6,5,7,4,15,13948,5,6,3,8,9,6,7,5,8,5,3,2,8794,4,12,2,6,9,7,6,13644,8,6,10,8,4,7
2290899,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2290900,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2291442,10,25,7,6448,5697,11,15,21,19,6,12,8,11,23196,12,8,5,85,12,10,10,10,7,15,15,24711,28,8,48,17,11,9,16,23893,14,12,9,10,16
2291443,0,0,0,5,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,26,0,0,0,0,0
2291444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2291446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2292305,2,1,598,1,0,0,0,0,1,1,2,0,0,0,1,1,0,2565,0,0,0,0,0,993,1,0,1,0,0,1,9,1,2,1029,0,0,0,0,1
2292306,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2293937,0,663,0,1,0,0,1,0,0,1332,1,0,0,0,0,0,0,3,0,1,0,1,0,978,0,2,0,0,1,0,0,0,1,475,0,1,0,0,0
2293938,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294695,207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,76,0,0,0,493,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
2295966,693,2,2,0,0,1,2,0,1039,0,0,0,2,0,0,1,0,5,0,1,0,0,1707,1,0,1,0,0,1,1,0,0,1,0,1070,0,0,3,0
2295967,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2298037,2,0,0,1,1545,1,0,1,0,1,0,1,3,1,2,3068,0,2,1,0,4,1,3,4147,2,2,1,1,0,4,1,2560,1,1,2,3,1,1,1
2298038,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2298039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2300772,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301424,0,1410,0,0,0,0,0,0,0,0,0,0,1,1,0,255,0,0,0,1,0,1,517,0,0,0,0,0,0,0,0,1,0,0,376,0,1,0,1
2301425,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301846,1,0,0,1,0,947,0,1,0,569,0,1,0,0,0,0,0,2,2,0,979,0,1,0,0,0,0,0,0,0,0,2,0,1,981,0,0,0,0
2301847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2303030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303306,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2303307,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0
2303308,6,5,9103,3,3,8,2,4,6,4,1,2,5,1,3,2,7343,7,3,7,6,5,1,10195,6,2,8,2,1,1,3,3,4,9,11618,6,6,5,3
2303309,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
2303310,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2303311,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2303312,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2303317,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2306235,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2306236,1,1,1,1,2,1,3933,2,0,1,0,1,2,0,1,2,5002,8,4,1,2,3,0,2277,6,3,4,1,2,0,1,1,2,1,2,2,1600,1,1
2306237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306800,1,0,0,0,0,1599,0,0,0,0,0,659,0,0,0,0,0,0,1,1,1,3,781,1,2,0,1,0,0,2,0,0,1,2,1287,0,0,1,0
2306801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307709,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308238,1,2,1,0,0,4,2595,0,0,1,1,1,0,1,1,2,0,4,4717,1365,1532,3,0,4,1,0,3,0,294,1,2,2,1769,1,1,1119,1,3,2
2308239,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2308240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2310084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310085,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2310086,2,3,620,316,1,1,0,0,0,0,0,0,0,1,0,0,0,1603,0,2,3,1,2,1,0,754,1,0,0,0,2,291,0,0,0,1,0,0,3
2310088,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2311832,0,3,638,991,2,0,0,0,586,0,0,1,0,0,0,1,0,1,2,1,0,1,0,0,1,2227,2,0,0,0,0,1,1,0,508,0,1,1,1
2311833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2312433,204,1,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0
2312434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2312718,0,2,1202,571,0,0,0,0,2001,2,1,0,0,0,0,0,1,3,2,1,1,0,0,1,0,1,0,578,0,0,2261,2,0,1,0,1,1,0,0
2312719,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2312721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2314223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314224,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2314225,0,0,0,0,0,11,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39,0,0,0,0
2314226,3,3,1,1,1,1672,846,1,1,1,1,0,0,2,948,1,1,0,1,0,0,0,1,1,1,1099,1,1,0,0,1,1,1,1,1301,0,2,3,1
