#Plate,Well,Hoped For Transposon Coord,Feature,Average Value,Occupancy,Occupancy Test,Potential Hit,Retest,Rearray or Colony Purify,Comment,Progenitor Collection Plate,Progenitor Collection Well
45,H08,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
45,H09,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
45,H10,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
45,H11,2886635,nagD,4.8E-01,True,OK,FALSE,,Rearray,,90,A10
45,H12,3158138,SO_3046,7.3E-01,False,DO,FALSE,,Rearray,,92,E07
46,A01,1087931,opgD,6.3E-01,True,OK,FALSE,,Rearray,,93,C04
46,A02,-1,Blank,6.7E-01,False,OK,FALSE,,Rearray,,,
46,A03,1969569,SO_1872,7.3E-01,False,DO,FALSE,,Rearray,,99,G03
46,A04,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,A05,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
46,A06,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,A07,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,A08,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,A09,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,A10,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
46,A11,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,A12,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
46,B01,3631118,SO_3484,6.5E-01,True,OK,FALSE,,Rearray,,93,C05
46,B02,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
46,B03,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,B04,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,B05,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
46,B06,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,B07,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,B08,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,B09,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,B10,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,B11,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,B12,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,C01,4337361,SO_4164,6.5E-01,True,OK,FALSE,,Rearray,,93,H08
46,C02,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
46,C03,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,C04,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,C05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,C06,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,C07,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,C08,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
46,C09,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
46,C10,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,C11,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,C12,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,D01,-1,Blank,6.8E-01,False,OK,FALSE,,Rearray,,,
46,D02,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
46,D03,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,D04,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,D05,-1,Blank,6.3E-01,True,CC,FALSE,,Rearray,,,
46,D06,-1,Blank,6.0E-01,True,CC,FALSE,,Rearray,,,
46,D07,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,D08,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,D09,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
46,D10,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,D11,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,D12,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,E01,-1,Blank,6.4E-01,False,OK,FALSE,,Rearray,,,
46,E02,4415190,leuA,4.8E-01,True,OK,FALSE,,Rearray,,98,G02
46,E03,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
46,E04,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
46,E05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,E06,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
46,E07,-1,Blank,8.4E-01,False,OK,FALSE,,Rearray,,,
46,E08,-1,Blank,8.2E-01,False,OK,FALSE,,Rearray,,,
46,E09,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,E10,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
46,E11,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
46,E12,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,F01,-1,Blank,6.7E-01,False,OK,FALSE,,Rearray,,,
46,F02,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
46,F03,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,F04,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
46,F05,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
46,F06,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,F07,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,F08,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,F09,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,F10,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
46,F11,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,F12,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
46,G01,-1,Blank,6.4E-01,False,OK,FALSE,,Rearray,,,
46,G02,5074837,SO_A0116,4.9E-01,True,OK,FALSE,,Rearray,,99,A12
46,G03,-1,Blank,5.3E-01,True,CC,FALSE,,Rearray,,,
46,G04,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,G05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
46,G06,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
46,G07,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,G08,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,G09,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
46,G10,-1,Blank,5.5E-01,True,CC,FALSE,,Rearray,,,
46,G11,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
46,G12,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,H01,545863,mscL,6.4E-01,True,OK,FALSE,,Rearray,,97,H12
46,H02,4351539,mxdB,4.3E-01,True,OK,FALSE,,Rearray,,99,D02
46,H03,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
46,H04,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,H05,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
46,H06,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
46,H07,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,H08,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
46,H09,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,H10,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
46,H11,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
46,H12,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
48,A01,695089,SO_0677,4.8E-01,True,OK,FALSE,,Colony Purify,,,
48,A02,1415831,aroF,5.0E-01,True,OK,FALSE,,Colony Purify,,,
48,A03,3405114,SO_3268,5.4E-01,True,OK,FALSE,,Colony Purify,,,
48,A04,1343323,uppP,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,A05,3218240,batB,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,A06,3043196,pflB,5.7E-01,True,OK,FALSE,,Colony Purify,,,
48,A07,4067947,hydA,5.7E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,A08,2785606,SO_2648,5.6E-01,True,OK,FALSE,,Colony Purify,,,
48,A09,3521918,SO_3383,5.2E-01,True,OK,FALSE,,Colony Purify,,,
48,A10,398953,hsdM,5.0E-01,True,OK,FALSE,,Colony Purify,,,
48,A11,1947337,rmf,4.4E-01,True,OK,FALSE,,Colony Purify,,,
48,A12,709422,SO_0691,4.0E-01,True,OK,FALSE,,Colony Purify,,,
48,B01,695089,SO_0677,5.4E-01,True,OK,FALSE,,Colony Purify,,,
48,B02,2828390,ydjA,5.9E-01,True,OK,FALSE,,Colony Purify,,,
48,B03,2083584,nrtR,7.9E-01,False,DO,FALSE,,Colony Purify,,,
48,B04,1343323,uppP,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,B05,2821372,gpS,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,B06,3043196,pflB,6.1E-01,True,OK,FALSE,,Colony Purify,,,
48,B07,1237860,secF,6.1E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,B08,4543434,ilvY,6.1E-01,True,OK,FALSE,,Colony Purify,,,
48,B09,3283565,SO_3148,5.8E-01,True,OK,FALSE,,Colony Purify,,,
48,B10,398953,hsdM,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,B11,2802115,gpE,5.2E-01,True,OK,FALSE,,Colony Purify,,,
48,B12,709422,SO_0691,4.5E-01,True,OK,FALSE,,Colony Purify,,,
48,C01,4372733,SO_4207,5.6E-01,True,OK,FALSE,,Colony Purify,,,
48,C02,2828390,ydjA,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,C03,2083584,nrtR,8.1E-01,False,DO,FALSE,,Colony Purify,,,
48,C04,2339349,SO_2223,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,C05,2821372,gpS,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,C06,682761,SO_0664,6.5E-01,True,OK,FALSE,,Colony Purify,,,
48,C07,1237860,secF,6.4E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,C08,4543434,ilvY,6.5E-01,True,OK,FALSE,,Colony Purify,,,
48,C09,3283565,SO_3148,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,C10,3850567,SO_3700,5.7E-01,True,OK,FALSE,,Colony Purify,,,
48,C11,2802115,gpE,5.6E-01,True,OK,FALSE,,Colony Purify,,,
48,C12,212305,SO_0204,5.1E-01,True,OK,FALSE,,Colony Purify,,,
48,D01,4372733,SO_4207,5.7E-01,True,OK,FALSE,,Colony Purify,,,
48,D02,2828390,ydjA,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,D03,4799819,sulA,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,D04,2339349,SO_2223,6.4E-01,True,OK,FALSE,,Colony Purify,,,
48,D05,3712739,purE,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,D06,682761,SO_0664,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,D07,1237860,secF,6.2E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,D08,1897836,pspA,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,D09,2365380,SO_2251,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,D10,3850567,SO_3700,5.9E-01,True,OK,FALSE,,Colony Purify,,,
48,D11,2802115,gpE,5.7E-01,True,OK,FALSE,,Colony Purify,,,
48,D12,-1,Blank,5.0E-01,True,CC,FALSE,,Colony Purify,,,
48,E01,3645013,mexR,5.7E-01,True,OK,FALSE,,Colony Purify,,,
48,E02,1259964,SO_1213,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,E03,4799819,sulA,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,E04,3142110,pubB,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,E05,3712739,purE,6.5E-01,True,OK,FALSE,,Colony Purify,,,
48,E06,4067947,hydA,6.4E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,E07,306871,rsmI,6.4E-01,True,OK,FALSE,,Colony Purify,,,
48,E08,1897836,pspA,6.1E-01,True,OK,FALSE,,Colony Purify,,,
48,E09,2365380,SO_2251,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,E10,3850567,SO_3700,5.9E-01,True,OK,FALSE,,Colony Purify,,,
48,E11,4454863,tnpA,5.4E-01,True,OK,FALSE,,Colony Purify,,,
48,E12,212305,SO_0204,5.1E-01,True,OK,FALSE,,Colony Purify,,,
48,F01,3645013,mexR,5.6E-01,True,OK,FALSE,,Colony Purify,,,
48,F02,1259964,SO_1213,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,F03,4799819,sulA,6.5E-01,True,OK,FALSE,,Colony Purify,,,
48,F04,3142110,pubB,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,F05,2596105,can,6.4E-01,True,OK,FALSE,,Colony Purify,,,
48,F06,4067947,hydA,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,F07,306871,rsmI,6.3E-01,True,OK,FALSE,,Colony Purify,,,
48,F08,113291,fdhE,6.1E-01,True,OK,FALSE,Yes,Colony Purify,,,
48,F09,2775383,SO_2639,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,F10,3714268,SO_3556,5.9E-01,True,OK,FALSE,,Colony Purify,,,
48,F11,4454863,tnpA,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,F12,212305,SO_0204,4.9E-01,True,OK,FALSE,,Colony Purify,,,
48,G01,1415831,aroF,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,G02,1259964,SO_1213,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,G03,3854677,SO_3705,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,G04,3218240,batB,6.1E-01,True,OK,FALSE,,Colony Purify,,,
48,G05,2596105,can,6.0E-01,True,OK,FALSE,,Colony Purify,,,
48,G06,4067947,hydA,5.8E-01,True,OK,FALSE,,Colony Purify,,,
48,G07,306871,rsmI,6.2E-01,True,OK,FALSE,,Colony Purify,,,
48,G08,113291,fdhE,6.1E-01,True,OK,FALSE,,Colony Purify,,,
48,G09,2775383,SO_2639,5.9E-01,True,OK,FALSE,,Colony Purify,,,
48,G10,3714268,SO_3556,5.6E-01,True,OK,FALSE,,Colony Purify,,,
48,G11,1461392,SO_1405,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,G12,596439,rapA,4.9E-01,True,OK,FALSE,,Colony Purify,,,
48,H01,1415831,aroF,4.6E-01,True,OK,FALSE,,Colony Purify,,,
48,H02,3405114,SO_3268,5.0E-01,True,OK,FALSE,,Colony Purify,,,
48,H03,3854677,SO_3705,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,H04,3218240,batB,5.1E-01,True,OK,FALSE,,Colony Purify,,,
48,H05,2596105,can,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,H06,4067947,hydA,5.5E-01,True,OK,FALSE,,Colony Purify,,,
48,H07,2785606,SO_2648,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,H08,3521918,SO_3383,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,H09,398953,hsdM,5.3E-01,True,OK,FALSE,,Colony Purify,,,
48,H10,1947337,rmf,4.9E-01,True,OK,FALSE,,Colony Purify,,,
48,H11,1461392,SO_1405,4.8E-01,True,OK,FALSE,,Colony Purify,,,
48,H12,596439,rapA,4.4E-01,True,OK,FALSE,,Colony Purify,,,
49,A01,596439,rapA,4.6E-01,True,OK,FALSE,,Colony Purify,,,
49,A02,4030653,SO_3884,5.0E-01,True,OK,FALSE,,Colony Purify,,,
49,A03,1705802,purU,5.1E-01,True,OK,FALSE,,Colony Purify,,,
49,A04,2643100,SO_2517,5.4E-01,True,OK,FALSE,,Colony Purify,,,
49,A05,1725846,rnhB,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,A06,2746467,rsmF,5.4E-01,True,OK,FALSE,,Colony Purify,,,
49,A07,2746467,rsmF,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,A08,3897369,SO_3750,5.4E-01,True,OK,FALSE,,Colony Purify,,,
49,A09,3897369,SO_3750,5.2E-01,True,OK,FALSE,,Colony Purify,,,
49,A10,1524204,SO_1462,4.9E-01,True,OK,FALSE,,Colony Purify,,,
49,A11,71542,mogA,4.5E-01,True,OK,FALSE,,Colony Purify,,,
49,A12,4182135,SO_4027,4.2E-01,True,OK,FALSE,,Colony Purify,,,
49,B01,2134347,intI,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,B02,4030653,SO_3884,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,B03,1705802,purU,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,B04,3916313,SO_3767,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,B05,436286,ampE,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,B06,2746467,rsmF,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,B07,2746467,rsmF,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,B08,3897369,SO_3750,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,B09,3897369,SO_3750,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,B10,1524204,SO_1462,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,B11,71542,mogA,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,B12,4182135,SO_4027,4.8E-01,True,OK,FALSE,,Colony Purify,,,
49,C01,2134347,intI,5.8E-01,True,OK,FALSE,,Colony Purify,,,
49,C02,4808237,ctaB,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,C03,1705802,purU,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,C04,3916313,SO_3767,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,C05,436286,ampE,6.4E-01,True,OK,FALSE,,Colony Purify,,,
49,C06,2746467,rsmF,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,C07,2746467,rsmF,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,C08,3897369,SO_3750,5.9E-01,True,OK,TRUE,,Colony Purify,"Note, other variants aren’t hits. ",,
49,C09,4627329,cooC,7.7E-01,False,DO,FALSE,,Colony Purify,,,
49,C10,1831769,SO_1751,5.7E-01,True,OK,FALSE,,Colony Purify,,,
49,C11,1478573,SO_1420,5.6E-01,True,OK,FALSE,,Colony Purify,,,
49,C12,606836,SO_0579,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,D01,2282558,SO_4781,5.8E-01,True,OK,FALSE,,Colony Purify,,,
49,D02,4808237,ctaB,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,D03,2106199,SO_2007,6.4E-01,True,OK,FALSE,,Colony Purify,,,
49,D04,506419,sirG,6.0E-01,True,OK,FALSE,Yes,Colony Purify,,,
49,D05,436286,ampE,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,D06,2746467,rsmF,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,D07,2746467,rsmF,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,D08,3897369,SO_3750,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,D09,4627329,cooC,8.4E-01,False,DO,FALSE,,Colony Purify,,,
49,D10,1831769,SO_1751,5.7E-01,True,OK,FALSE,,Colony Purify,,,
49,D11,1478573,SO_1420,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,D12,606836,SO_0579,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,E01,-1,Blank,5.8E-01,True,CC,FALSE,,Colony Purify,,,
49,E02,673705,SO_0645,6.3E-01,True,OK,FALSE,,Colony Purify,,,
49,E03,2106199,SO_2007,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,E04,506419,sirG,6.2E-01,True,OK,TRUE,Yes,Colony Purify,"Note, other variants aren’t hits. ",,
49,E05,2993783,SO_2872,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,E06,2746467,rsmF,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,E07,2746467,rsmF,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,E08,3897369,SO_3750,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,E09,2641650,rnfE,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,E10,4028696,SO_3879,5.8E-01,True,OK,FALSE,,Colony Purify,,,
49,E11,1458521,yheO,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,E12,606836,SO_0579,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,F01,2282558,SO_4781,7.6E-01,False,DO,FALSE,,Colony Purify,,,
49,F02,673705,SO_0645,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,F03,4508585,SO_4321,8.1E-01,False,DO,FALSE,,Colony Purify,,,
49,F04,4660947,glnG,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,F05,2993783,SO_2872,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,F06,2746467,rsmF,6.2E-01,True,OK,FALSE,,Colony Purify,,,
49,F07,3897369,SO_3750,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,F08,3897369,SO_3750,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,F09,2641650,rnfE,5.8E-01,True,OK,FALSE,,Colony Purify,,,
49,F10,4028696,SO_3879,5.8E-01,True,OK,FALSE,,Colony Purify,,,
49,F11,1458521,yheO,5.7E-01,True,OK,FALSE,,Colony Purify,,,
49,F12,4304068,SO_4145,5.2E-01,True,OK,FALSE,,Colony Purify,,,
49,G01,1793100,SO_1702,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,G02,892864,csgD,5.7E-01,True,OK,FALSE,,Colony Purify,,,
49,G03,4508585,SO_4321,8.0E-01,False,DO,FALSE,,Colony Purify,,,
49,G04,4660947,glnG,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,G05,3815285,SO_3662,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,G06,2746467,rsmF,6.0E-01,True,OK,FALSE,,Colony Purify,,,
49,G07,3897369,SO_3750,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,G08,3897369,SO_3750,6.1E-01,True,OK,FALSE,,Colony Purify,,,
49,G09,435630,ampD,5.9E-01,True,OK,FALSE,,Colony Purify,,,
49,G10,537635,SO_0514,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,G11,1059864,nuoB,5.4E-01,True,OK,FALSE,Yes,Colony Purify,,,
49,G12,4304068,SO_4145,5.0E-01,True,OK,FALSE,,Colony Purify,,,
49,H01,1793100,SO_1702,5.0E-01,True,OK,FALSE,,Colony Purify,,,
49,H02,892864,csgD,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,H03,2643100,SO_2517,5.4E-01,True,OK,FALSE,,Colony Purify,,,
49,H04,1725846,rnhB,5.2E-01,True,OK,FALSE,,Colony Purify,,,
49,H05,3815285,SO_3662,5.6E-01,True,OK,FALSE,,Colony Purify,,,
49,H06,2746467,rsmF,5.5E-01,True,OK,FALSE,,Colony Purify,,,
49,H07,3897369,SO_3750,5.6E-01,True,OK,FALSE,,Colony Purify,,,
49,H08,3897369,SO_3750,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,H09,435630,ampD,5.3E-01,True,OK,FALSE,,Colony Purify,,,
49,H10,537635,SO_0514,5.2E-01,True,OK,FALSE,,Colony Purify,,,
49,H11,1059864,nuoB,5.1E-01,True,OK,FALSE,Yes,Colony Purify,,,
49,H12,4304068,SO_4145,4.6E-01,True,OK,FALSE,,Colony Purify,,,
50,A01,1212875,rlmH,5.3E-01,True,OK,FALSE,,Colony Purify,,,
50,A02,1808046,SO_1722,5.5E-01,True,OK,FALSE,,Colony Purify,,,
50,A03,2556044,thiS,5.4E-01,True,OK,FALSE,,Colony Purify,,,
50,A04,1510708,SO_1451,5.6E-01,True,OK,FALSE,,Colony Purify,,,
50,A05,2748723,SO_2611,5.6E-01,True,OK,FALSE,,Colony Purify,,,
50,A06,43133,SO_0039,5.7E-01,True,OK,FALSE,,Colony Purify,,,
50,A07,4354224,SO_4181,5.5E-01,True,OK,FALSE,,Colony Purify,,,
50,A08,1432587,SO_1375,5.4E-01,True,OK,FALSE,,Colony Purify,,,
50,A09,3868568,cysC,5.6E-01,True,OK,FALSE,Yes,Colony Purify,,,
50,A10,5123425,SO_A0164,5.3E-01,True,OK,FALSE,,Colony Purify,,,
50,A11,1247784,nusA,5.1E-01,True,OK,FALSE,,Colony Purify,,,
50,A12,555995,SO_0535,4.4E-01,True,OK,FALSE,,Colony Purify,,,
50,B01,1212875,rlmH,5.8E-01,True,OK,FALSE,,Colony Purify,,,
50,B02,1808046,SO_1722,6.2E-01,True,OK,FALSE,,Colony Purify,,,
50,B03,3491417,yciH,6.3E-01,True,OK,FALSE,,Colony Purify,,,
50,B04,1510708,SO_1451,6.3E-01,True,OK,FALSE,,Colony Purify,,,
50,B05,2748723,SO_2611,6.3E-01,True,OK,FALSE,,Colony Purify,,,
50,B06,43133,SO_0039,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,B07,1663736,SO_1588,6.1E-01,True,OK,FALSE,,Colony Purify,,,
50,B08,1432587,SO_1375,6.3E-01,True,OK,FALSE,,Colony Purify,,,
50,B09,3868568,cysC,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,B10,552408,trpI,5.8E-01,True,OK,FALSE,,Colony Purify,,,
50,B11,609426,SO_0584,5.7E-01,True,OK,FALSE,,Colony Purify,,,
50,B12,1424285,pheA,5.1E-01,True,OK,FALSE,,Colony Purify,,,
50,C01,4205539,slyA,6.1E-01,True,OK,FALSE,,Colony Purify,,,
50,C02,2830090,SO_2711,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,C03,3491417,yciH,6.6E-01,True,OK,FALSE,,Colony Purify,,,
50,C04,1188387,SO_1144,6.5E-01,True,OK,FALSE,,Colony Purify,,,
50,C05,992230,ahpF,6.6E-01,True,OK,FALSE,,Colony Purify,,,
50,C06,2032681,sdhA,6.7E-01,True,OK,FALSE,,Colony Purify,,,
50,C07,1663736,SO_1588,6.6E-01,True,OK,FALSE,,Colony Purify,,,
50,C08,1432587,SO_1375,6.5E-01,True,OK,FALSE,,Colony Purify,,,
50,C09,3868568,cysC,6.6E-01,True,OK,FALSE,,Colony Purify,,,
50,C10,552408,trpI,6.2E-01,True,OK,FALSE,,Colony Purify,,,
50,C11,609426,SO_0584,5.9E-01,True,OK,FALSE,,Colony Purify,,,
50,C12,1424285,pheA,5.4E-01,True,OK,FALSE,,Colony Purify,,,
50,D01,4205539,slyA,6.3E-01,True,OK,FALSE,,Colony Purify,,,
50,D02,2830090,SO_2711,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,D03,3491417,yciH,6.5E-01,True,OK,FALSE,,Colony Purify,,,
50,D04,1188387,SO_1144,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,D05,992230,ahpF,6.5E-01,True,OK,FALSE,,Colony Purify,,,
50,D06,2032681,sdhA,6.7E-01,True,OK,FALSE,,Colony Purify,,,
50,D07,1663736,SO_1588,6.4E-01,True,OK,FALSE,,Colony Purify,,,
50,D08,2118900,hemH,6.6E-01,True,OK,FALSE,,Colony Purify,,,
50,D09,3868568,cysC,6.6E-01,True,OK,FALSE,,Colony Purify,,,
