Plate,Plate Row,Plate Column,Well,Transposon Coordinates,Transposon Locatabilities,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags
270,PR13,PC18,H5,"3998271","ambiguous","None","NA","NA","None"
270,PR13,PC18,H6,"1420233","unambiguous","hcr","292","0.26","SO_1364"
270,PR13,PC18,H7,"1303872","unambiguous","SO_1254","464","0.55","SO_1254"
270,PR13,PC18,H8,"1851517","unambiguous","grtP","675","0.50","SO_1771"
270,PR13,PC18,H9,"5019082, 5119903","ambiguous, unambiguous","SO_A0060, SO_A0161","240,23","0.46, 0.02","SO_A0060, SO_A0161"
270,PR13,PC18,H10,"4353289","unambiguous","mxdA","477","0.34","SO_4180"
270,PR13,PC18,H11,"","","","","",""
270,PR13,PC18,H12,"3905319","unambiguous","None","NA","NA","None"
271,PR13,PC19,A1,"","","","","",""
271,PR13,PC19,A2,"1195541","unambiguous","SO_1151","472","0.51","SO_1151"
271,PR13,PC19,A3,"3354880","unambiguous","flhA","360","0.17","SO_3213"
271,PR13,PC19,A4,"2728970","unambiguous","SO_2595","373","0.37","SO_2595"
271,PR13,PC19,A5,"","","","","",""
271,PR13,PC19,A6,"3889516","ambiguous","SO_3744","515","0.62","SO_3744"
271,PR13,PC19,A7,"2244853","unambiguous","None","NA","NA","None"
271,PR13,PC19,A8,"4723824","unambiguous","SO_4528","29","0.04","SO_4528"
271,PR13,PC19,A9,"1379295, 4768272","ambiguous, unambiguous","gltB, menD","3503,1275","0.79, 0.74","SO_1325, SO_4573"
271,PR13,PC19,A10,"2150220, 4846971","unambiguous, ambiguous","SO_2049, None","988,NA","0.96, NA","SO_2049, None"
271,PR13,PC19,A11,"4304525, 4544504","unambiguous, ambiguous","None, hlyA","NA,1168","NA, 0.89","None, SO_4351"
271,PR13,PC19,A12,"","","","","",""
271,PR13,PC19,B1,"919944","ambiguous","SO_0890","634","0.18","SO_0890"
271,PR13,PC19,B2,"","","","","",""
271,PR13,PC19,B3,"2592731, 2743086, 3120565, 5090199, 5094009","unambiguous, unambiguous, unambiguous, ambiguous, ambiguous","SO_2470, SO_2606, dam, SO_A0135, SO_A0138","10,1596,332,1532,1726","0.03, 0.61, 0.34, 0.49, 0.69","SO_2470, SO_2606, SO_3004, SO_A0135, SO_A0138"
271,PR13,PC19,B4,"5094009","ambiguous","SO_A0138","1726","0.69","SO_A0138"
271,PR13,PC19,B5,"5090199.0","ambiguous","SO_A0135","1532","0.49","SO_A0135"
271,PR13,PC19,B6,"1609698","unambiguous","SO_1534","374","0.58","SO_1534"
271,PR13,PC19,B7,"373658, 2592731","ambiguous, unambiguous","SO_0363, SO_2470","6,10","0.01, 0.03","SO_0363, SO_2470"
271,PR13,PC19,B8,"4723824","unambiguous","SO_4528","29","0.04","SO_4528"
271,PR13,PC19,B9,"4768272","unambiguous","menD","1275","0.74","SO_4573"
271,PR13,PC19,B10,"450960, 2150220","unambiguous, unambiguous","plpD, SO_2049","1425,988","0.64, 0.96","SO_0428, SO_2049"
271,PR13,PC19,B11,"4304525","unambiguous","None","NA","NA","None"
271,PR13,PC19,B12,"3120565, 3826089","unambiguous, ambiguous","dam, hmuB","332,23","0.34, 0.02","SO_3004, SO_3673"
271,PR13,PC19,C1,"2227257","unambiguous","cheA","1839","0.87","SO_2121"
271,PR13,PC19,C2,"3721737, 4651587","ambiguous, unambiguous","None, None","NA,NA","NA, NA","None, None"
271,PR13,PC19,C3,"2429058.0, 4490152","unambiguous, ambiguous","SO_2319, cyaA","36,280","0.11, 0.12","SO_2319, SO_4312"
271,PR13,PC19,C4,"4734039, 4956278","unambiguous, unambiguous","None, SO_4743","NA,98","NA, 0.05","None, SO_4743"
271,PR13,PC19,C5,"","","","","",""
271,PR13,PC19,C6,"3965508","unambiguous","None","NA","NA","None"
271,PR13,PC19,C7,"","","","","",""
271,PR13,PC19,C8,"1928118","unambiguous","None","NA","NA","None"
271,PR13,PC19,C9,"4308130","unambiguous","SO_4147","1934","0.93","SO_4147"
271,PR13,PC19,C10,"","","","","",""
271,PR13,PC19,C11,"","","","","",""
271,PR13,PC19,C12,"3426255, 3826089, 4993043","unambiguous, ambiguous, unambiguous","cydA, hmuB, SO_A0031","1450,23,453","0.93, 0.02, 0.24","SO_3286, SO_3673, SO_A0031"
271,PR13,PC19,D1,"484056, 919944","unambiguous, ambiguous","None, SO_0890","NA,634","NA, 0.18","None, SO_0890"
271,PR13,PC19,D2,"1328744, 3721737, 3979218","unambiguous, ambiguous, unambiguous","None, None, SO_3828","NA,NA,325","NA, NA, 0.26","None, None, SO_3828"
271,PR13,PC19,D3,"3644619, 4793134, 5090199","unambiguous, ambiguous, ambiguous","None, None, SO_A0135","NA,NA,1532","NA, NA, 0.49","None, None, SO_A0135"
271,PR13,PC19,D4,"","","","","",""
271,PR13,PC19,D5,"324636, 919944, 3066131, 5090199","ambiguous, ambiguous, unambiguous, ambiguous","None, SO_0890, SO_2931, SO_A0135","NA,634,851,1532","NA, 0.18, 0.73, 0.49","None, SO_0890, SO_2931, SO_A0135"
271,PR13,PC19,D6,"","","","","",""
271,PR13,PC19,D7,"73296, 743788","ambiguous, unambiguous","SO_0066, None","932,NA","0.16, NA","SO_0066, None"
271,PR13,PC19,D8,"4958095","unambiguous","None","NA","NA","None"
271,PR13,PC19,D9,"4542888","unambiguous","ilvC","341","0.23","SO_4349"
271,PR13,PC19,D10,"73296, 710884","ambiguous, unambiguous","SO_0066, None","932,NA","0.16, NA","SO_0066, None"
271,PR13,PC19,D11,"3032789","unambiguous","SO_2905","850","0.79","SO_2905"
271,PR13,PC19,D12,"3426736","unambiguous","cydA","969","0.62","SO_3286"
271,PR13,PC19,E1,"624624","unambiguous","yjeF","1226","0.82","SO_0598"
271,PR13,PC19,E2,"4073160.0","unambiguous","hydE","934","0.87","SO_3925"
271,PR13,PC19,E3,"2564758, 4345509","unambiguous, ambiguous","None, prrB","NA,998","NA, 0.78","None, SO_4173"
271,PR13,PC19,E4,"","","","","",""
271,PR13,PC19,E5,"4009704","unambiguous","modE","133","0.17","SO_3862"
271,PR13,PC19,E6,"406629","unambiguous","SO_0392","574","0.95","SO_0392"
271,PR13,PC19,E7,"","","","","",""
271,PR13,PC19,E8,"4345509, 5075909","ambiguous, unambiguous","prrB, None","998,NA","0.78, NA","SO_4173, None"
271,PR13,PC19,E9,"4308130, 5025291","unambiguous, unambiguous","SO_4147, None","1934,NA","0.93, NA","SO_4147, None"
271,PR13,PC19,E10,"2201968, 4846971","unambiguous, ambiguous","qseB, None","395,NA","0.60, NA","SO_2104, None"
271,PR13,PC19,E11,"2164807, 4073159","unambiguous, unambiguous","None, hydE","NA,933","NA, 0.86","None, SO_3925"
271,PR13,PC19,E12,"4584872","unambiguous","SO_4388","296","0.43","SO_4388"
271,PR13,PC19,F1,"1967209, 4328903","unambiguous, unambiguous","SO_1872, sye3","2485,19","0.58, 0.02","SO_1872, SO_4153"
271,PR13,PC19,F2,"2599276, 3036798","unambiguous, ambiguous","SO_2477, SO_2907","1069,2001","1.00, 0.75","SO_2477, SO_2907"
271,PR13,PC19,F3,"","","","","",""
271,PR13,PC19,F4,"355631","unambiguous","None","NA","NA","None"
271,PR13,PC19,F5,"","","","","",""
271,PR13,PC19,F6,"","","","","",""
271,PR13,PC19,F7,"","","","","",""
271,PR13,PC19,F8,"","","","","",""
271,PR13,PC19,F9,"261363, 1379295","unambiguous, ambiguous","ccmC, gltB","606,3503","0.81, 0.79","SO_0261, SO_1325"
271,PR13,PC19,F10,"1867109","unambiguous","mtrE","1131","0.53","SO_1781"
271,PR13,PC19,F11,"","","","","",""
271,PR13,PC19,F12,"4899903","unambiguous","prlC","1970","0.97","SO_4699"
271,PR13,PC19,G1,"3674837","unambiguous","fimT","110","0.21","SO_3520"
271,PR13,PC19,G2,"2212616","unambiguous","SO_2113","3248","0.78","SO_2113"
271,PR13,PC19,G3,"950675","unambiguous","sdaC","1290","1.00","SO_0919"
271,PR13,PC19,G4,"2328027","ambiguous","SO_2215","52","0.04","SO_2215"
271,PR13,PC19,G5,"164526, 2811543","unambiguous, unambiguous","SO_0157, SO_2691","734,409","0.59, 0.69","SO_0157, SO_2691"
271,PR13,PC19,G6,"3889516","ambiguous","SO_3744","515","0.62","SO_3744"
271,PR13,PC19,G7,"4343418","unambiguous","SO_4170","5","0.01","SO_4170"
271,PR13,PC19,G8,"","","","","",""
271,PR13,PC19,G9,"445326, 749388","unambiguous, ambiguous","SO_0427, SO_0734","497,234","0.11, 0.66","SO_0427, SO_0734"
271,PR13,PC19,G10,"","","","","",""
271,PR13,PC19,G11,"3389905","unambiguous","cheV","801","0.87","SO_3252"
271,PR13,PC19,G12,"3124541","unambiguous","SO_3010","159","0.80","SO_3010"
271,PR13,PC19,H1,"","","","","",""
271,PR13,PC19,H2,"1467102","unambiguous","SO_1410","187","0.25","SO_1410"
271,PR13,PC19,H3,"928364","ambiguous","SO_0900","112","0.11","SO_0900"
271,PR13,PC19,H4,"","","","","",""
271,PR13,PC19,H5,"4801214","unambiguous","coxB","491","0.32","SO_4606"
271,PR13,PC19,H6,"4443114","unambiguous","mloA","865","0.77","SO_4266"
271,PR13,PC19,H7,"373658.0, 5034696","unambiguous, ambiguous","SO_0363, SO_A0084","6,75","0.01, 0.04","SO_0363, SO_A0084"
271,PR13,PC19,H8,"4370900","unambiguous","tatC","293","0.39","SO_4204"
271,PR13,PC19,H9,"545099, 749388","unambiguous, ambiguous","None, SO_0734","NA,234","NA, 0.66","None, SO_0734"
271,PR13,PC19,H10,"1537326","unambiguous","intA","550","0.44","SO_1471"
271,PR13,PC19,H11,"4259751","unambiguous","mshQ","1552","0.41","SO_4100"
271,PR13,PC19,H12,"472217, 1695279","ambiguous, unambiguous","zntR, SO_1611","458,95","0.93, 0.25","SO_0443, SO_1611"
272,PR13,PC20,A1,"3755088","unambiguous","None","NA","NA","None"
272,PR13,PC20,A2,"844428","unambiguous","SO_0827","1378","0.84","SO_0827"
272,PR13,PC20,A3,"4906624","unambiguous","SO_4704","640","0.81","SO_4704"
272,PR13,PC20,A4,"880651","unambiguous","None","NA","NA","None"
272,PR13,PC20,A5,"2620381","unambiguous","SO_2494","1452","0.78","SO_2494"
272,PR13,PC20,A6,"1985472","unambiguous","SO_1888","666","0.69","SO_1888"
272,PR13,PC20,A7,"2470134, 3293660","unambiguous, unambiguous","ccoN, wbfD","1366,12","0.95, 0.02","SO_2364, SO_3157"
272,PR13,PC20,A8,"3868510.0","unambiguous","cysC","165","0.27","SO_3723"
272,PR13,PC20,A9,"4194183.0","unambiguous","SO_4039","329","0.54","SO_4039"
272,PR13,PC20,A10,"123933","unambiguous","SO_0113","322","0.33","SO_0113"
272,PR13,PC20,A11,"3812823","unambiguous","None","NA","NA","None"
272,PR13,PC20,A12,"","","","","",""
272,PR13,PC20,B1,"1683264","unambiguous","pfaA","2898","0.38","SO_1602"
272,PR13,PC20,B2,"","","","","",""
272,PR13,PC20,B3,"959453, 1683264, 2072589, 2383759, 3179557, 4304743, 4324732","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, ambiguous, unambiguous","None, pfaA, SO_1967, None, SO_3063, SO_4146, None","NA,2898,701,NA,924,199,NA","NA, 0.38, 0.56, NA, 0.62, 0.12, NA","None, SO_1602, SO_1967, None, SO_3063, SO_4146, None"
272,PR13,PC20,B4,"880651, 4818229","unambiguous, ambiguous","None, SO_4622","NA,839","NA, 0.68","None, SO_4622"
272,PR13,PC20,B5,"521639, 4324732, 5027202","unambiguous, unambiguous, unambiguous","SO_0497, None, None","11,NA,NA","0.01, NA, NA","SO_0497, None, None"
272,PR13,PC20,B6,"2072589","unambiguous","SO_1967","701","0.56","SO_1967"
272,PR13,PC20,B7,"959453","unambiguous","None","NA","NA","None"
272,PR13,PC20,B8,"3868510, 5088748, 5117937","ambiguous, ambiguous, ambiguous","cysC, SO_A0135, SO_A0160","165,81,771","0.27, 0.03, 0.92","SO_3723, SO_A0135, SO_A0160"
272,PR13,PC20,B9,"4194183","ambiguous","SO_4039","329","0.54","SO_4039"
272,PR13,PC20,B10,"2383759","unambiguous","None","NA","NA","None"
272,PR13,PC20,B11,"4304743, 5117937","ambiguous, ambiguous","SO_4146, SO_A0160","199,771","0.12, 0.92","SO_4146, SO_A0160"
272,PR13,PC20,B12,"","","","","",""
272,PR13,PC20,C1,"4752224","ambiguous","SO_4555","66","0.05","SO_4555"
272,PR13,PC20,C2,"","","","","",""
272,PR13,PC20,C3,"383336","unambiguous","SO_0369","316","0.36","SO_0369"
272,PR13,PC20,C4,"3847749","unambiguous","SO_3696","513","0.49","SO_3696"
272,PR13,PC20,C5,"521639, 4372626","unambiguous, unambiguous","SO_0497, tatD","11,708","0.01, 0.88","SO_0497, SO_4206"
272,PR13,PC20,C6,"4261367, 4752224","unambiguous, ambiguous","mshP, SO_4555","384,66","0.84, 0.05","SO_4101, SO_4555"
272,PR13,PC20,C7,"3877740","unambiguous","None","NA","NA","None"
272,PR13,PC20,C8,"3632201","unambiguous","SO_3484","1160","0.37","SO_3484"
272,PR13,PC20,C9,"4290077","unambiguous","udp","499","0.66","SO_4133"
272,PR13,PC20,C10,"1502373","unambiguous","None","NA","NA","None"
272,PR13,PC20,C11,"953335","unambiguous","SO_0923","350","0.84","SO_0923"
272,PR13,PC20,C12,"203082","unambiguous","SO_0194","66","0.04","SO_0194"
272,PR13,PC20,D1,"4538347","unambiguous","ilvD","816","0.44","SO_4345"
272,PR13,PC20,D2,"1620335, 3228167, 3307475","ambiguous, unambiguous, unambiguous","None, SO_3102, None","NA,192,NA","NA, 0.19, NA","None, SO_3102, None"
272,PR13,PC20,D3,"","","","","",""
272,PR13,PC20,D4,"1620335, 3374241","ambiguous, unambiguous","None, fliD","NA,987","NA, 0.72","None, SO_3235"
272,PR13,PC20,D5,"","","","","",""
272,PR13,PC20,D6,"","","","","",""
272,PR13,PC20,D7,"4207550","unambiguous","SO_4053","1787","0.94","SO_4053"
272,PR13,PC20,D8,"5109498","unambiguous","None","NA","NA","None"
272,PR13,PC20,D9,"515885","ambiguous","SO_0491","1392","0.65","SO_0491"
272,PR13,PC20,D10,"2820554","unambiguous","gp48","91","0.16","SO_2703"
272,PR13,PC20,D11,"953335, 4418945","unambiguous, unambiguous","SO_0923, recQ","350,1677","0.84, 0.92","SO_0923, SO_4241"
272,PR13,PC20,D12,"","","","","",""
272,PR13,PC20,E1,"4716161","ambiguous","SO_4522","27","0.03","SO_4522"
272,PR13,PC20,E2,"4583438","ambiguous","SO_4387","1692","0.60","SO_4387"
272,PR13,PC20,E3,"4816909","unambiguous","SO_4621","743","0.97","SO_4621"
272,PR13,PC20,E4,"1541997","unambiguous","SO_1479","50","0.23","SO_1479"
272,PR13,PC20,E5,"2163876, 4263966","unambiguous, unambiguous","None, mshA","NA,352","NA, 0.68","None, SO_4105"
272,PR13,PC20,E6,"4669944","unambiguous","exaC","464","0.31","SO_4480"
272,PR13,PC20,E7,"3205249","unambiguous","SO_3084","209","0.05","SO_3084"
272,PR13,PC20,E8,"3355626","unambiguous","flhB","1122","0.99","SO_3215"
272,PR13,PC20,E9,"2994206, 4877098","ambiguous, unambiguous","None, waaC","NA,542","NA, 0.52","None, SO_4678"
272,PR13,PC20,E10,"4649756","unambiguous","None","NA","NA","None"
272,PR13,PC20,E11,"1145382, 1464730, 2994206","unambiguous, unambiguous, ambiguous","SO_1102, SO_1408, None","1599,1047,NA","0.78, 0.35, NA","SO_1102, SO_1408, None"
272,PR13,PC20,E12,"895982","unambiguous","SO_0867","118","0.05","SO_0867"
272,PR13,PC20,F1,"4989299.0","unambiguous","None","NA","NA","None"
272,PR13,PC20,F2,"","","","","",""
272,PR13,PC20,F3,"5002495","unambiguous","SO_A0044","188","0.17","SO_A0044"
272,PR13,PC20,F4,"13391, 5012064","unambiguous, unambiguous","SO_0012, SO_A0050","400,107","0.60, 0.09","SO_0012, SO_A0050"
272,PR13,PC20,F5,"3812275","unambiguous","SO_3659","417","0.77","SO_3659"
272,PR13,PC20,F6,"67326, 3500978","ambiguous, unambiguous","kdpD, yggV","816,615","0.78, 1.00","SO_0060, SO_3358"
272,PR13,PC20,F7,"3293466","unambiguous","SO_4798","210","0.87","SO_4798"
272,PR13,PC20,F8,"690009, 5117937","unambiguous, ambiguous","SO_0671, SO_A0160","145,771","0.61, 0.92","SO_0671, SO_A0160"
272,PR13,PC20,F9,"286371","unambiguous","mcrA","2201","0.87","SO_0280"
272,PR13,PC20,F10,"1835202","unambiguous","SO_1751","3490","0.98","SO_1751"
272,PR13,PC20,F11,"67326, 4157080, 5117937","ambiguous, unambiguous, ambiguous","kdpD, SO_4014, SO_A0160","816,3012,771","0.78, 0.98, 0.92","SO_0060, SO_4014, SO_A0160"
272,PR13,PC20,F12,"32912, 3204214","unambiguous, unambiguous","trkI, SO_3083","782,2248","0.54, 0.81","SO_0028, SO_3083"
272,PR13,PC20,G1,"4732544","unambiguous","SO_4811","952","0.72","SO_4811"
272,PR13,PC20,G2,"97275, 5013500","ambiguous, unambiguous","SO_0086, None","281,NA","0.39, NA","SO_0086, None"
272,PR13,PC20,G3,"4193694.0, 5019564","unambiguous, unambiguous","SO_4038, SO_A0061","359,8","0.70, 0.01","SO_4038, SO_A0061"
272,PR13,PC20,G4,"","","","","",""
272,PR13,PC20,G5,"1030439, 2811543","unambiguous, unambiguous","pbpG, SO_2691","461,409","0.48, 0.69","SO_0999, SO_2691"
272,PR13,PC20,G6,"3853587","unambiguous","None","NA","NA","None"
272,PR13,PC20,G7,"1643030, 1739429","unambiguous, unambiguous","SO_1565, SO_1651","805,2201","0.59, 0.67","SO_1565, SO_1651"
272,PR13,PC20,G8,"937537","unambiguous","None","NA","NA","None"
272,PR13,PC20,G9,"1662524","unambiguous","SO_1586","206","0.34","SO_1586"
272,PR13,PC20,G10,"","","","","",""
272,PR13,PC20,G11,"","","","","",""
272,PR13,PC20,G12,"","","","","",""
272,PR13,PC20,H1,"1013798","unambiguous","None","NA","NA","None"
272,PR13,PC20,H2,"87616, 3249951","unambiguous, unambiguous","icfE, sstT","555,709","0.31, 0.58","SO_0075, SO_3122"
272,PR13,PC20,H3,"1276077","unambiguous","None","NA","NA","None"
272,PR13,PC20,H4,"1938189, 4192733","unambiguous, ambiguous","SO_1849, SO_4037","520,67","0.96, 0.14","SO_1849, SO_4037"
272,PR13,PC20,H5,"","","","","",""
272,PR13,PC20,H6,"4995560","unambiguous","None","NA","NA","None"
272,PR13,PC20,H7,"201275","ambiguous","cysQ","360","0.44","SO_0191"
272,PR13,PC20,H8,"","","","","",""
272,PR13,PC20,H9,"","","","","",""
272,PR13,PC20,H10,"","","","","",""
272,PR13,PC20,H11,"953741","unambiguous","None","NA","NA","None"
272,PR13,PC20,H12,"3476995","unambiguous","SO_3328","456","1.00","SO_3328"
273,PR13,PC21,A1,"1800173, 1865413","ambiguous, unambiguous","None, mtrF","NA,653","NA, 0.34","None, SO_1780"
273,PR13,PC21,A2,"1844644","unambiguous","None","NA","NA","None"
273,PR13,PC21,A3,"1381479, 3854999","unambiguous, unambiguous","gltB, SO_3705","1319,569","0.30, 0.72","SO_1325, SO_3705"
273,PR13,PC21,A4,"1800173, 5087339","ambiguous, ambiguous","None, SO_A0133","NA,671","NA, 0.71","None, SO_A0133"
273,PR13,PC21,A5,"1604602, 4003038","ambiguous, unambiguous","pomA, SO_3857","88,507","0.11, 0.96","SO_1529, SO_3857"
273,PR13,PC21,A6,"1800173, 4907090","ambiguous, ambiguous","None, None","NA,NA","NA, NA","None, None"
273,PR13,PC21,A7,"4605793","unambiguous","None","NA","NA","None"
273,PR13,PC21,A8,"1369986, 4145700","ambiguous, ambiguous","SO_1314, SO_4004","1090,834","0.78, 0.68","SO_1314, SO_4004"
273,PR13,PC21,A9,"4024884","unambiguous","None","NA","NA","None"
273,PR13,PC21,A10,"","","","","",""
273,PR13,PC21,A11,"20086, 332682, 2926816","ambiguous, ambiguous, unambiguous","SO_0017, SO_0329, SO_2803","2043,345,764","0.64, 0.95, 0.35","SO_0017, SO_0329, SO_2803"
273,PR13,PC21,A12,"3401136","unambiguous","SO_3264","836","0.70","SO_3264"
273,PR13,PC21,B1,"4247111","unambiguous","tldD","114","0.08","SO_4091"
273,PR13,PC21,B2,"","","","","",""
273,PR13,PC21,B3,"1329758, 2201662, 3374088, 3520566, 4247111, 4289475, 4958094","unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous, unambiguous","SO_1278, qseB, fliD, SO_3381, tldD, SO_4131, None","764,89,1140,144,114,524,NA","0.36, 0.14, 0.83, 0.12, 0.08, 0.70, NA","SO_1278, SO_2104, SO_3235, SO_3381, SO_4091, SO_4131, None"
273,PR13,PC21,B4,"4838708","ambiguous","SO_4643","135","0.41","SO_4643"
273,PR13,PC21,B5,"3520566","unambiguous","SO_3381","144","0.12","SO_3381"
273,PR13,PC21,B6,"4289475","unambiguous","SO_4131","524","0.70","SO_4131"
273,PR13,PC21,B7,"","","","","",""
273,PR13,PC21,B8,"2201662, 4145700, 5088748","unambiguous, ambiguous, ambiguous","qseB, SO_4004, SO_A0135","89,834,81","0.14, 0.68, 0.03","SO_2104, SO_4004, SO_A0135"
273,PR13,PC21,B9,"3374088","unambiguous","fliD","1140","0.83","SO_3235"
273,PR13,PC21,B10,"1329758, 3423623","unambiguous, ambiguous","SO_1278, SO_3282","764,1078","0.36, 0.54","SO_1278, SO_3282"
273,PR13,PC21,B11,"2926816","unambiguous","SO_2803","764","0.35","SO_2803"
273,PR13,PC21,B12,"4958094","unambiguous","None","NA","NA","None"
273,PR13,PC21,C1,"805825","unambiguous","None","NA","NA","None"
273,PR13,PC21,C2,"1904860","unambiguous","SO_1815","801","0.88","SO_1815"
273,PR13,PC21,C3,"","","","","",""
273,PR13,PC21,C4,"2829233","unambiguous","None","NA","NA","None"
273,PR13,PC21,C5,"2009277","unambiguous","None","NA","NA","None"
273,PR13,PC21,C6,"1319970","unambiguous","potG","301","0.26","SO_1271"
273,PR13,PC21,C7,"307879","unambiguous","None","NA","NA","None"
273,PR13,PC21,C8,"3623041","unambiguous","SO_3479","3988","0.89","SO_3479"
273,PR13,PC21,C9,"279933","unambiguous","None","NA","NA","None"
273,PR13,PC21,C10,"3592532","unambiguous","SO_3449","715","0.94","SO_3449"
273,PR13,PC21,C11,"4811676","unambiguous","dinF","904","0.66","SO_4617"
273,PR13,PC21,C12,"1149745, 1298591","unambiguous, unambiguous","nqrD, SO_1247","195,599","0.31, 0.85","SO_1106, SO_1247"
273,PR13,PC21,D1,"3992070","ambiguous","None","NA","NA","None"
273,PR13,PC21,D2,"766663, 3036610","unambiguous, unambiguous","SO_0749, SO_2907","409,1813","0.69, 0.68","SO_0749, SO_2907"
273,PR13,PC21,D3,"","","","","",""
273,PR13,PC21,D4,"896491, 3274587, 4926420","unambiguous, ambiguous, unambiguous","SO_0867, SO_3141, tupC","627,444,689","0.25, 0.23, 0.97","SO_0867, SO_3141, SO_4721"
273,PR13,PC21,D5,"3864823","unambiguous","SO_3718","147","0.20","SO_3718"
273,PR13,PC21,D6,"","","","","",""
273,PR13,PC21,D7,"3679670","unambiguous","pilY","2017","0.58","SO_3525"
273,PR13,PC21,D8,"4326800","unambiguous","SO_4151","345","0.34","SO_4151"
273,PR13,PC21,D9,"5121153","ambiguous","None","NA","NA","None"
273,PR13,PC21,D10,"3274587","ambiguous","SO_3141","444","0.23","SO_3141"
273,PR13,PC21,D11,"5118779","unambiguous","None","NA","NA","None"
273,PR13,PC21,D12,"1298591","unambiguous","SO_1247","599","0.85","SO_1247"
273,PR13,PC21,E1,"21523","ambiguous","SO_0017","606","0.19","SO_0017"
273,PR13,PC21,E2,"4593973","ambiguous","rbn","598","0.67","SO_4401"
273,PR13,PC21,E3,"2564758, 3226925","unambiguous, unambiguous","None, None","NA,NA","NA, NA","None, None"
273,PR13,PC21,E4,"3024820","unambiguous","cysZ","158","0.20","SO_2899"
273,PR13,PC21,E5,"1604602, 4620521","ambiguous, ambiguous","pomA, None","88,NA","0.11, NA","SO_1529, None"
273,PR13,PC21,E6,"2667469","unambiguous","SO_2537","517","0.26","SO_2537"
273,PR13,PC21,E7,"4620521, 5110739","ambiguous, unambiguous","None, SO_A0153","NA,2697","NA, 0.86","None, SO_A0153"
273,PR13,PC21,E8,"1522940","unambiguous","SO_1461","3268","0.79","SO_1461"
273,PR13,PC21,E9,"153129","unambiguous","ptrB","1610","0.75","SO_0144"
273,PR13,PC21,E10,"4593973, 5037876","ambiguous, unambiguous","rbn, SO_A0089","598,175","0.67, 0.04","SO_4401, SO_A0089"
273,PR13,PC21,E11,"3843369","unambiguous","SO_3692","523","0.71","SO_3692"
273,PR13,PC21,E12,"","","","","",""
273,PR13,PC21,F1,"","","","","",""
273,PR13,PC21,F2,"3138783","unambiguous","SO_3027","243","0.57","SO_3027"
273,PR13,PC21,F3,"3366367, 4658722","ambiguous, unambiguous","fliG, None","216,NA","0.21, NA","SO_3227, None"
273,PR13,PC21,F4,"1002864","unambiguous","fccA","460","0.26","SO_0970"
273,PR13,PC21,F5,"993980, 4572371, 4766780","unambiguous, ambiguous, unambiguous","SO_0959, SO_4377, SO_4572","1499,1609,276","0.98, 0.64, 0.91","SO_0959, SO_4377, SO_4572"
273,PR13,PC21,F6,"5031329","ambiguous","SO_A0079","102","0.34","SO_A0079"
273,PR13,PC21,F7,"2768559, 5069409","ambiguous, unambiguous","None, ompA","NA,190","NA, 0.18","None, SO_A0114"
273,PR13,PC21,F8,"895742, 3338289","unambiguous, unambiguous","None, SO_3196","NA,350","NA, 0.32","None, SO_3196"
273,PR13,PC21,F9,"3655216","unambiguous","nagX","1185","1.00","SO_3504"
273,PR13,PC21,F10,"1996490","unambiguous","liuR","380","0.94","SO_1898"
273,PR13,PC21,F11,"20086","ambiguous","SO_0017","2043","0.64","SO_0017"
273,PR13,PC21,F12,"3626908","ambiguous","SO_3479","121","0.03","SO_3479"
273,PR13,PC21,G1,"5020035","unambiguous","SO_A0061","479","0.70","SO_A0061"
273,PR13,PC21,G2,"","","","","",""
273,PR13,PC21,G3,"1531650, 5097582, 5121153","unambiguous, ambiguous, ambiguous","SO_1463, SO_A0140, None","6208,1355,NA","0.93, 0.58, NA","SO_1463, SO_A0140, None"
273,PR13,PC21,G4,"4509661, 4838708","unambiguous, ambiguous","SO_4322, SO_4643","469,135","0.66, 0.41","SO_4322, SO_4643"
273,PR13,PC21,G5,"4709901, 5121687","unambiguous, unambiguous","fdhC, None","740,NA","0.75, NA","SO_4515, None"
273,PR13,PC21,G6,"2349609","unambiguous","None","NA","NA","None"
273,PR13,PC21,G7,"","","","","",""
273,PR13,PC21,G8,"","","","","",""
273,PR13,PC21,G9,"5121153","ambiguous","None","NA","NA","None"
273,PR13,PC21,G10,"2925480","unambiguous","SO_2803","2100","0.97","SO_2803"
273,PR13,PC21,G11,"20086, 1819800","ambiguous, unambiguous","SO_0017, None","2043,NA","0.64, NA","SO_0017, None"
273,PR13,PC21,G12,"385118, 3626908, 5099313","unambiguous, ambiguous, ambiguous","yjjG, SO_3479, SO_A0141","76,121,747","0.11, 0.03, 0.43","SO_0372, SO_3479, SO_A0141"
273,PR13,PC21,H1,"4241936","unambiguous","SO_4087","7","0.01","SO_4087"
273,PR13,PC21,H2,"","","","","",""
273,PR13,PC21,H3,"4311713","unambiguous","SO_4149","2102","0.14","SO_4149"
273,PR13,PC21,H4,"4192733, 4509661","ambiguous, unambiguous","SO_4037, SO_4322","67,469","0.14, 0.66","SO_4037, SO_4322"
273,PR13,PC21,H5,"2935719, 3024345","unambiguous, unambiguous","None, smc","NA,76","NA, 0.02","None, SO_2898"
273,PR13,PC21,H6,"4161354","unambiguous","SO_4015","45","0.03","SO_4015"
