#Condensed Collection Plate,Condensed Collection Row,Condensed Collection Column,Condensed Collection Well,Condensed Collection Plate Row,Condensed Collection Plate Column,Progenitor Collection Plate,Progenitor Collection Row,Progenitor Collection Column,Progenitor Collection Well,Condensation Type,Desired Transposon Coordinate,Desired Feature,Desired Locus Tag
172,H,4,H04,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,A,5,A05,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,B,5,B05,1,172,406,F,3,F03,Rearray,2981082,SO_2856,SO_2856
172,C,5,C05,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,D,5,D05,1,172,406,D,4,D04,Rearray,3293656,wbfD,SO_3157
172,E,5,E05,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,F,5,F05,1,172,406,A,7,A07,Rearray,4591839,dtd,SO_4398
172,G,5,G05,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,H,5,H05,1,172,406,E,7,E07,Rearray,4474776,nupC,SO_4296
172,A,6,A06,1,172,406,G,7,G07,Rearray,4887235,wcvB,SO_4687
172,B,6,B06,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,C,6,C06,1,172,406,E,8,E08,Rearray,1059011,nuoCD,SO_1019
172,D,6,D06,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,E,6,E06,1,172,406,H,9,H09,Rearray,1197182,SO_1154,SO_1154
172,F,6,F06,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,G,6,G06,1,172,407,E,11,E11,Rearray,1370839,SO_1314,SO_1314
172,H,6,H06,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,A,7,A07,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,B,7,B07,1,172,407,A,12,A12,Rearray,1021143,SO_0988,SO_0988
172,C,7,C07,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,D,7,D07,1,172,407,C,2,C02,Rearray,2455255,gapB,SO_2347
172,E,7,E07,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,F,7,F07,1,172,407,E,2,E02,Rearray,2648246,SO_2523,SO_2523
172,G,7,G07,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,H,7,H07,1,172,407,G,2,G02,Rearray,4234037,SO_4080,SO_4080
172,A,8,A08,1,172,407,B,9,B09,Rearray,3979316,SO_3828,SO_3828
172,B,8,B08,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,C,8,C08,1,172,408,F,10,F10,Rearray,5059905,SO_A0110,SO_A0110
172,D,8,D08,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,E,8,E08,1,172,408,G,3,G03,Rearray,4877729,wabH,SO_4679
172,F,8,F08,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,G,8,G08,1,172,408,B,4,B04,Rearray,4803937,ctaG,SO_4608
172,H,8,H08,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,A,9,A09,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,B,9,B09,1,172,408,D,4,D04,Rearray,5079687,SO_A0123,SO_A0123
172,C,9,C09,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,D,9,D09,1,172,408,C,5,C05,Rearray,4859704,SO_4660,SO_4660
172,E,9,E09,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,F,9,F09,1,172,408,C,6,C06,Rearray,1709904,glnD,SO_1626
172,G,9,G09,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,H,9,H09,1,172,408,G,8,G08,Rearray,1700993,SO_1617,SO_1617
172,A,10,A10,1,172,408,H,9,H09,Rearray,3210110,SO_3086,SO_3086
172,B,10,B10,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,C,10,C10,1,172,409,D,1,D01,Rearray,3113519,cro,SO_2989
172,D,10,D10,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,E,10,E10,1,172,409,H,1,H01,Rearray,336780,SO_0334,SO_0334
172,F,10,F10,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,G,10,G10,1,172,409,A,10,A10,Rearray,4065005,SO_3918,SO_3918
172,H,10,H10,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,A,11,A11,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,B,11,B11,1,172,409,D,10,D10,Rearray,4137994,SO_4001,tnpA,SO_4001
172,C,11,C11,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,D,11,D11,1,172,409,F,11,F11,Rearray,1044350,tnpA,SO_1008
172,E,11,E11,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,F,11,F11,1,172,409,A,12,A12,Rearray,4212087,metB,SO_4056
172,G,11,G11,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,H,11,H11,1,172,409,D,12,D12,Rearray,2979470,SO_2855,SO_2855
172,A,12,A12,1,172,409,F,4,F04,Rearray,2293937,yecM,SO_2182
172,B,12,B12,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,C,12,C12,1,172,409,G,9,G09,Rearray,281559,argB,SO_0276
172,D,12,D12,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,E,12,E12,1,172,41,A,1,A01,Rearray,1147817,nqrB,SO_1104
172,F,12,F12,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
172,G,12,G12,1,172,41,C,10,C10,Rearray,4304735,SO_4146,SO_4146
172,H,12,H12,1,172,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,1,A01,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,1,B01,1,173,41,F,6,F06,Rearray,299695,gph,SO_0293
173,C,1,C01,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,1,D01,1,173,41,B,8,B08,Rearray,3268125,dctD,SO_3138
173,E,1,E01,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,1,F01,1,173,41,H,8,H08,Rearray,936688,SO_0910,SO_0910
173,G,1,G01,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,1,H01,1,173,410,B,1,B01,Rearray,2963255,sbcC,SO_2843
173,A,2,A02,1,173,410,E,10,E10,Rearray,4617403,SO_4426,SO_4426
173,B,2,B02,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,2,C02,1,173,410,D,11,D11,Rearray,1986536,SO_1890,SO_1890
173,D,2,D02,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,2,E02,1,173,410,A,2,A02,Rearray,4492684,hemX,SO_4315
173,F,2,F02,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,2,G02,1,173,410,A,4,A04,Rearray,3967487,yajQ,SO_3815
173,H,2,H02,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,3,A03,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,3,B03,1,173,410,D,5,D05,Rearray,744981,SO_0730,SO_0730
173,C,3,C03,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,3,D03,1,173,411,B,4,B04,Rearray,2194990,hyaC,SO_2097
173,E,3,E03,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,3,F03,1,173,411,G,4,G04,Rearray,2478944,SO_2373,SO_2373
173,G,3,G03,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,3,H03,1,173,411,G,5,G05,Rearray,3140474,pubA,SO_3030
173,A,4,A04,1,173,411,C,7,C07,Rearray,1181938,carA,SO_1141
173,B,4,B04,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,4,C04,1,173,412,H,1,H01,Rearray,3899237,SO_3751,SO_3751
173,D,4,D04,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,4,E04,1,173,412,G,11,G11,Rearray,3710100,SO_3552,SO_3552
173,F,4,F04,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,4,G04,1,173,412,C,4,C04,Rearray,3958748,ubiX,SO_3804
173,H,4,H04,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,5,A05,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,5,B05,1,173,412,F,9,F09,Rearray,1897864,pspA,SO_1807
173,C,5,C05,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,5,D05,1,173,413,G,1,G01,Rearray,2394041,SO_2281,SO_2281
173,E,5,E05,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,5,F05,1,173,413,E,10,E10,Rearray,1303425,SO_1254,SO_1254
173,G,5,G05,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,5,H05,1,173,413,G,10,G10,Rearray,3030779,cysK,SO_2903
173,A,6,A06,1,173,413,E,11,E11,Rearray,4862574,SO_4664,SO_4664
173,B,6,B06,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,6,C06,1,173,413,A,12,A12,Rearray,5105303,SO_A0183,SO_A0183
173,D,6,D06,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,6,E06,1,173,413,F,2,F02,Rearray,1446753,SO_1389,SO_1389
173,F,6,F06,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,6,G06,1,173,413,H,2,H02,Rearray,3087688,SO_2950,SO_2950
173,H,6,H06,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,7,A07,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,7,B07,1,173,413,A,4,A04,Rearray,2841141,SO_2724,SO_2724
173,C,7,C07,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,7,D07,1,173,413,B,4,B04,Rearray,3134915,trpB,SO_3023
173,E,7,E07,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,7,F07,1,173,413,D,8,D08,Rearray,716313,cutA,SO_0697
173,G,7,G07,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,7,H07,1,173,413,G,8,G08,Rearray,3220484,batD,SO_3095
173,A,8,A08,1,173,413,A,9,A09,Rearray,4731989,SO_4538,SO_4538
173,B,8,B08,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,8,C08,1,173,413,B,9,B09,Rearray,2465215,ccoS,SO_2358
173,D,8,D08,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,8,E08,1,173,413,D,9,D09,Rearray,970771,SO_0939,SO_0939
173,F,8,F08,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,8,G08,1,173,413,E,9,E09,Rearray,3718203,gshA,SO_3559
173,H,8,H08,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,9,A09,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,9,B09,1,173,414,D,1,D01,Rearray,1270164,serB,SO_1223
173,C,9,C09,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,9,D09,1,173,414,C,10,C10,Rearray,2115248,htpG,SO_2016
173,E,9,E09,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,9,F09,1,173,414,F,11,F11,Rearray,2680936,cheC,SO_2546
173,G,9,G09,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,9,H09,1,173,414,C,12,C12,Rearray,554506,arsC2,SO_0533
173,A,10,A10,1,173,414,E,12,E12,Rearray,1936057,SO_1845,SO_1845
173,B,10,B10,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,10,C10,1,173,414,D,4,D04,Rearray,3368626,fliE,SO_3229
173,D,10,D10,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,10,E10,1,173,414,D,5,D05,Rearray,4125249,SO_3987,SO_3987
173,F,10,F10,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,10,G10,1,173,414,F,5,F05,Rearray,2712190,SO_2584,SO_2584
173,H,10,H10,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,A,11,A11,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,B,11,B11,1,173,415,B,10,B10,Rearray,406952,fis,SO_0393
173,C,11,C11,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,D,11,D11,1,173,415,E,11,E11,Rearray,804326,SO_0790,SO_0790
173,E,11,E11,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,F,11,F11,1,173,415,E,2,E02,Rearray,1040518,SO_1004,SO_1004
173,G,11,G11,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,H,11,H11,1,173,415,F,2,F02,Rearray,1030322,pbpG,SO_0999
173,A,12,A12,1,173,415,C,5,C05,Rearray,2021392,yqfB,SO_1922
173,B,12,B12,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,C,12,C12,1,173,415,E,5,E05,Rearray,4264258,mshA,SO_4105
173,D,12,D12,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,E,12,E12,1,173,415,E,6,E06,Rearray,2740482,SO_4786,SO_4786
173,F,12,F12,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
173,G,12,G12,1,173,415,H,6,H06,Rearray,2787237,SO_2650,SO_2650
173,H,12,H12,1,173,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,1,A01,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,1,B01,1,174,415,D,9,D09,Rearray,2799582,e18,SO_2672
174,C,1,C01,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,1,D01,1,174,416,E,1,E01,Rearray,2795652,SO_2664,SO_2664
174,E,1,E01,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,1,F01,1,174,416,D,10,D10,Rearray,3674755,fimT,SO_3520
174,G,1,G01,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,1,H01,1,174,416,E,10,E10,Rearray,1808074,SO_1722,SO_1722
174,A,2,A02,1,174,416,F,12,F12,Rearray,3418030,SO_3278,SO_3278
174,B,2,B02,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,2,C02,1,174,416,A,3,A03,Rearray,1092986,SO_1054,SO_1054
174,D,2,D02,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,2,E02,1,174,416,C,3,C03,Rearray,3475379,SO_3324,SO_3324
174,F,2,F02,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,2,G02,1,174,416,F,3,F03,Rearray,4740391,SO_4543,SO_4543
174,H,2,H02,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,3,A03,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,3,B03,1,174,416,F,5,F05,Rearray,1999288,prpE,SO_1900
174,C,3,C03,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,3,D03,1,174,417,G,1,G01,Rearray,178727,gspJ,SO_0172
174,E,3,E03,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,3,F03,1,174,417,H,1,H01,Rearray,1409067,SO_1353,SO_1353
174,G,3,G03,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,3,H03,1,174,417,H,11,H11,Rearray,1493763,dmsB,SO_1430
174,A,4,A04,1,174,417,C,7,C07,Rearray,4360089,SO_4191,SO_4191
174,B,4,B04,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,4,C04,1,174,417,E,8,E08,Rearray,1978611,SO_1882,SO_1882
174,D,4,D04,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,4,E04,1,174,42,A,10,A10,Rearray,554936,SO_0534,SO_0534
174,F,4,F04,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,4,G04,1,174,42,A,11,A11,Rearray,4269722,mshN,SO_4110
174,H,4,H04,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,5,A05,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,5,B05,1,174,42,G,12,G12,Rearray,3170555,SO_3057,SO_3057
174,C,5,C05,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,5,D05,1,174,42,G,2,G02,Rearray,4788313,cusB,SO_4597
174,E,5,E05,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,5,F05,1,174,43,D,1,D01,Rearray,3416919,SO_3276,SO_3276
174,G,5,G05,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,5,H05,1,174,43,D,10,D10,Rearray,4938733,lypA,SO_4733
174,A,6,A06,1,174,43,H,3,H03,Rearray,2539892,ruvA,SO_2430
174,B,6,B06,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,6,C06,1,174,43,C,4,C04,Rearray,4278492,maeB,SO_4118
174,D,6,D06,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,6,E06,1,174,43,H,4,H04,Rearray,3443303,SO_3298,SO_3298
174,F,6,F06,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,6,G06,1,174,43,B,5,B05,Rearray,4194364,SO_4039,SO_4039
174,H,6,H06,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,7,A07,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,7,B07,1,174,43,F,5,F05,Rearray,3087232,L,SO_2949
174,C,7,C07,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,7,D07,1,174,44,A,11,A11,Rearray,1520014,SO_1461,SO_1461
174,E,7,E07,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,7,F07,1,174,44,G,11,G11,Rearray,407793,dusB,SO_0394
174,G,7,G07,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,7,H07,1,174,44,H,11,H11,Rearray,4575712,SO_4380,SO_4380
174,A,8,A08,1,174,44,G,4,G04,Rearray,2109444,apt,SO_2012
174,B,8,B08,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,8,C08,1,174,44,A,5,A05,Rearray,3214507,SO_3090,SO_3090
174,D,8,D08,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,8,E08,1,174,44,F,8,F08,Rearray,1358124,SO_1306,SO_1306
174,F,8,F08,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,8,G08,1,174,45,G,1,G01,Rearray,2982935,SO_2857,SO_2857
174,H,8,H08,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,9,A09,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,9,B09,1,174,45,B,12,B12,Rearray,847795,rsmC,SO_0828
174,C,9,C09,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,9,D09,1,174,45,G,2,G02,Rearray,24131,fadA,SO_0020
174,E,9,E09,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,9,F09,1,174,45,B,5,B05,Rearray,3123863,SO_3008,SO_3008
174,G,9,G09,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,9,H09,1,174,45,D,7,D07,Rearray,4288088,SO_4130,SO_4130
174,A,10,A10,1,174,45,A,9,A09,Rearray,3980610,SO_3830,SO_3830
174,B,10,B10,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,10,C10,1,174,46,A,1,A01,Rearray,1983705,SO_1887,SO_1887
174,D,10,D10,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,10,E10,1,174,46,G,1,G01,Rearray,680677,SO_0659,SO_0659
174,F,10,F10,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,10,G10,1,174,46,C,10,C10,Rearray,504902,sirB,SO_0480
174,H,10,H10,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,A,11,A11,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,B,11,B11,1,174,46,E,10,E10,Rearray,650484,SO_0623,SO_0623
174,C,11,C11,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,D,11,D11,1,174,46,E,11,E11,Rearray,1902543,mdeA,SO_1812
174,E,11,E11,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,F,11,F11,1,174,46,D,12,D12,Rearray,4121155,SO_3984,SO_3984
174,G,11,G11,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,H,11,H11,1,174,46,F,12,F12,Rearray,4676312,SO_4489,SO_4489
174,A,12,A12,1,174,46,C,4,C04,Rearray,4459735,SO_4844,SO_4844
174,B,12,B12,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,C,12,C12,1,174,47,G,12,G12,Rearray,4103828,yhbH,SO_3962
174,D,12,D12,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,E,12,E12,1,174,47,A,2,A02,Rearray,4748312,SO_4552,SO_4552
174,F,12,F12,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
174,G,12,G12,1,174,47,D,2,D02,Rearray,1472276,SO_1415,SO_1415
174,H,12,H12,1,174,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,A,1,A01,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,B,1,B01,1,175,47,E,3,E03,Rearray,44623,SO_0041,SO_0041
175,C,1,C01,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,D,1,D01,1,175,47,F,5,F05,Rearray,2808633,SO_2686,SO_2686
175,E,1,E01,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,F,1,F01,1,175,47,D,8,D08,Rearray,1258683,prfC,SO_1211
175,G,1,G01,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,H,1,H01,1,175,48,E,10,E10,Rearray,5059202,SO_A0109,SO_A0109
175,A,2,A02,1,175,48,G,10,G10,Rearray,3010398,dsbB,SO_2887
175,B,2,B02,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,C,2,C02,1,175,48,F,11,F11,Rearray,2614455,pykA,SO_2491
175,D,2,D02,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,E,2,E02,1,175,48,H,12,H12,Rearray,2068352,hppD,SO_1962
175,F,2,F02,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,G,2,G02,1,175,48,A,3,A03,Rearray,4789806,cusA,SO_4598
175,H,2,H02,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,A,3,A03,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,B,3,B03,1,175,48,C,4,C04,Rearray,830956,metR,SO_0817
175,C,3,C03,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,D,3,D03,1,175,48,C,7,C07,Rearray,1167072,ybaK,SO_1124
175,E,3,E03,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,F,3,F03,1,175,48,D,7,D07,Rearray,4752228,SO_4555,SO_4555
175,G,3,G03,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,H,3,H03,1,175,48,D,9,D09,Rearray,2354588,ptsI,SO_2237
175,A,4,A04,1,175,48,E,9,E09,Rearray,1083423,SO_1045,SO_1045
175,B,4,B04,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,C,4,C04,1,175,49,F,1,F01,Rearray,3602449,barA,SO_3457
175,D,4,D04,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,E,4,E04,1,175,49,E,11,E11,Rearray,2423571,SO_2311,SO_2311
175,F,4,F04,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,G,4,G04,1,175,49,B,12,B12,Rearray,4057765,dusA,SO_3912
175,H,4,H04,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,A,5,A05,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,B,5,B05,1,175,49,H,12,H12,Rearray,2463752,fnr,SO_2356
175,C,5,C05,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,D,5,D05,1,175,49,C,3,C03,Rearray,693425,SO_0675,SO_0675
175,E,5,E05,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,F,5,F05,1,175,49,G,5,G05,Rearray,2252599,SO_2145,SO_2145
175,G,5,G05,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,H,5,H05,1,175,49,H,6,H06,Rearray,5083511,SO_A0128,SO_A0129,SO_A0128
175,A,6,A06,1,175,5,B,10,B10,Rearray,1102057,SO_1061,SO_1061
175,B,6,B06,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,C,6,C06,1,175,5,F,11,F11,Rearray,1130353,SO_1091,SO_1091
175,D,6,D06,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,E,6,E06,1,175,5,F,2,F02,Rearray,1750996,napF,SO_1663
175,F,6,F06,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,G,6,G06,1,175,5,G,2,G02,Rearray,294603,aroB,SO_0287
175,H,6,H06,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,A,7,A07,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,B,7,B07,1,175,5,A,3,A03,Rearray,4805552,SO_4610,SO_4610
175,C,7,C07,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,D,7,D07,1,175,5,B,4,B04,Rearray,1802734,SO_1713,SO_1713
175,E,7,E07,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,F,7,F07,1,175,5,B,6,B06,Rearray,2391488,ilvI,SO_2279
175,G,7,G07,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,H,7,H07,1,175,5,C,6,C06,Rearray,3910492,SO_3761,SO_3761
175,A,8,A08,1,175,5,H,7,H07,Rearray,3820565,hmuZ,SO_3667
175,B,8,B08,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,C,8,C08,1,175,5,C,8,C08,Rearray,4208311,metF,SO_4054
175,D,8,D08,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,E,8,E08,1,175,51,F,1,F01,Rearray,3977040,ifcA,SO_3826
175,F,8,F08,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,G,8,G08,1,175,51,H,2,H02,Rearray,4025457,SO_3877,SO_3877
175,H,8,H08,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,A,9,A09,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,B,9,B09,1,175,51,E,3,E03,Rearray,3501314,yggW,SO_3359
175,C,9,C09,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,D,9,D09,1,175,51,E,5,E05,Rearray,5107486,SO_A0150,SO_A0150
175,E,9,E09,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,F,9,F09,1,175,51,H,5,H05,Rearray,4076611,SO_3931,SO_3931
175,G,9,G09,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,H,9,H09,1,175,51,D,7,D07,Rearray,1183443,carB,SO_1142
175,A,10,A10,1,175,52,A,10,A10,Rearray,3821233,hmuX,SO_3668
175,B,10,B10,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
175,C,10,C10,1,175,52,H,11,H11,Rearray,3117459,SO_2997,SO_2997
175,D,10,D10,1,175,NA,NA,NA,NA,NA,-1,BLANK,BLANK
